wallet,tx_count,total_value_eth_sent,total_value_eth_received,avg_gas,unique_recipients,unique_senders,contract_call_ratio,tx_frequency,tokens_sent_count,tokens_received_count,unique_tokens_sent,unique_tokens_received
0x2ef66187f1f9fe46364614dd3c32c79d670f2a39,2.0,0.004476215870105,0.00462,63000.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0
0x2efd475c701890ae4012e6dcf32461d02af35227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0
0x2efd90121eced362119287948a8347614f79d905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.0,2.0
0x2efdb5781e0b8f5f717ca0bcb93e69168cb4e9e4,3.0,0.000114627306648357,8.5731566355e-05,70666.66666666667,2.0,1.0,0.3333333333333333,3.0,1.0,0.0,1.0,0.0
0x2efdd5a1635888952ccc47d06a9cbd20fa5ae0dd,1.0,0.0,0.0002916,73960.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
0x2efe9e5894f4f9d26f836a10c9c3beb369acce3a,13.0,0.0,0.0,154382.23076923078,6.0,0.0,1.0,13.0,5.0,11.0,5.0,5.0
0x2f027d82540e50f5adc80470d853d687622a27a5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0
0x2f02ab522268b0d81dda8cb98de33d7857f93e4d,2.0,0.0,0.0,70434.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0
0x2f03c334c420fe01207346313393c18f4862c4e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,2.0
0x2f059b06ca338f29f5085759023d7f29af2269e6,3.0,0.0030546743062616,0.00399667,53666.666666666664,2.0,1.0,0.6666666666666666,3.0,2.0,2.0,1.0,1.0
0x2f0b4f6960b9096eeb43128254b8f452c79a3137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,4.0
0x2f1068f362c94be6f0779c5607fd5607cb7c7ea3,2.0,0.0,0.0137864756452756,141409.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
0x2f10acb4a5a3cb17f0a8a7318bcb4b7af485f2e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
0x2f10cd073674002828c724759d4151bd1e85f2e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,1.0,4.0
0x2f11980db13c2360ba989aab8ff07134dd89dccb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0
0x2f13d388b85e0ecd32e7c3d7f36d1053354ef104,16.0,21.816189642922726,21.077859047366957,21000.0,15.0,22.0,0.0,16.0,0.0,1.0,0.0,1.0
0x2f140a05b623ffd6261de13c01c14bb7c8d4db39,17.0,0.0,0.0,61536.882352941175,2.0,0.0,1.0,17.0,8.0,2.0,1.0,2.0
0x2f144f0eff658c657fb34a14f8a27469366d4e93,2.0,0.0044681812663895,0.00462,63000.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0
0x2f14573e02a6a3414cc6790a8b4c70387afedeff,2.0,0.0,0.0,46133.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,1.0
0x2f145c8adaa0cccce5a17d11bc2b1bde220b318a,7.0,3.0,0.0,1775535.857142857,2.0,0.0,1.0,7.0,4.0,22.0,1.0,2.0
0x2f174151bf26ad9787d6426480c9886873dc67c9,24.0,0.0,0.0,1279129.5,1.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0
0x2f1a91f603a082c6f64e0ad8925cf918c5c491f0,4.0,0.30100162886815063,0.0,755250.0,3.0,0.0,0.75,4.0,0.0,3.0,0.0,3.0
0x2f1cde5148ee5f875d4bfd88341f194e52aa6c42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0
0x2f1cf5e7d3b59322ac5204bf69f52eb99752a758,1.0,0.0,1e-09,68310.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0
0x2f1f12ff0600ff96e4b956936b5a6a36ebe015b9,2.0,0.0099772085859777,0.010015743842685,60500.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0
0x2f1f7fc76e6cf5ab3e186a2a2fd4fc31952a77cc,16.0,0.01,0.023046592755913,350000.0,3.0,3.0,0.875,16.0,14.0,3.0,1.0,1.0
0x2f1f97765867f056aa76dc7fb910c5a91e4bef32,4.0,0.0,0.0,185637.0,4.0,0.0,1.0,4.0,2.0,2.0,2.0,2.0
0x2f24bcf9e24109f8634132fe822b15dad7746892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0
0x2f26633fee818fc134b171a010666d1eac3b4b5f,1.0,2.534198401921123,4.16780533,21000.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0x2f2aee3e95ef9d5a90b224adcacaa2389eba7321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0
0x2f2db6d9c8e87050cefe350fb77f693e1457930c,3.0,0.0,0.0248872917353947,68476.33333333333,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0
0x2f2eb4c7f588d20f88c89005f98cb1056cc8cd7d,5.0,0.0,0.0,294310.2,4.0,0.0,1.0,5.0,4.0,3.0,3.0,3.0
0x2f30fc8127bde3a03fbeeb7f2cd06b416d0b2cb0,0.0,0.0,1e-09,0.0,0.0,1.0,0.0,0.0,10.0,0.0,5.0,0.0
0x2f3176b73f9f0fe805dc6d7c5c06083d6f3f5258,2.0,6.4158823481449e-05,8.6433830235e-05,95500.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0
0x2f34322b12b6b184d8b0a23fe1ddeeac58ecccd5,4.0,5.0629235852167e-05,0.0,139479.75,2.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0
0x2f349213e8af54948491a98a1f863705709560c3,7.0,1.5,0.0,280519.0,4.0,0.0,1.0,7.0,2.0,2.0,2.0,2.0
0x2f351d88bd4265ff3459ef03020827c8aed3ef5b,2.0,0.0,0.0,107130.5,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0
0x2f35924a415997d6150692c0f2113a34c54e8e78,3.0,0.1352811268409243,0.0,45522.0,3.0,0.0,0.3333333333333333,3.0,1.0,1.0,1.0,1.0
0x2f36f65a7898ff85e87009e154bdc0b7e264bd82,2.0,0.0045643224174974,0.0046135439868,55500.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0
0x2f3a54bf279d3cdc31dd363e380c69346efd2d9d,26.0,0.08680817148,0.0,235419.76923076922,4.0,0.0,1.0,26.0,1.0,0.0,1.0,0.0
0x2f3bc4c27a4437aeca13de0e37cdf1028f3706f0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0
0x2f40d796917ffb642bd2e2bdd2c762a5e40fd749,27.0,0.0,0.0,21000.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0
0x2f40e6fabcb5dffe7f84afa150a6cb24de3ea9cb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,2.0
0x2f42604a3fb2ba3ea8230d23951bbfb419ff3332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0
0x2f49615a6fed8395bc064adc00f24dd3feb906c4,2.0,6.711176579231598,6.71122302,31294.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0
0x2f49ffde0d56d85ab64d5af54163b0da0dc63542,13.0,0.2,0.0,525119.7692307692,6.0,0.0,1.0,13.0,2.0,2.0,1.0,2.0
0x2f4aac355b65decd35e8dfb40aba000de190878f,11.0,1.3296659548345457,0.0,69971.18181818182,4.0,0.0,0.8181818181818182,11.0,11.0,51.0,3.0,2.0
0x2f4e1a92dd8d3a57328c5a87cd6dcdb49ac8be7b,18.0,0.0,0.0,450251.5,1.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0
0x2f52660090e967ef56a466fdfdb812d3b55420a3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,0.0
0x2f53d23196fa489e2e5bf4b5494a03ab7611c4ff,2.0,0.0,0.0,716797.5,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0
0x2f5abb45c283a7e6661c205d38215b10ee6fb064,14.0,0.0,0.0,1228177.857142857,2.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0
0x2f5b84ef2ed1d683779e4ee0b610203cd159b976,3.0,0.0005864881498952,0.0006471836689369001,35666.666666666664,3.0,2.0,0.3333333333333333,3.0,1.0,1.0,1.0,1.0
0x2f5e2c99054b0b3f8ad619c0472c0cfbf85d5347,7.0,0.0,0.0,233476.14285714287,3.0,0.0,1.0,7.0,6.0,4.0,4.0,1.0
0x2f5f498bc3ab1da44a987897db04b1f016027a59,4.0,0.01,0.0092,152226.0,1.0,1.0,0.75,4.0,0.0,0.0,0.0,0.0
0x2f6004c18591f64351a9b42074597bfd6f2b5971,5.0,0.4021968355612527,0.53484892766758,23100.0,2.0,2.0,0.0,5.0,2.0,0.0,2.0,0.0
0x2f606c11e9b80854c5939e5cc5a8dc4043fb1307,0.0,0.0,1e-09,0.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,1.0
0x2f60a5184c63ca94f82a27100643dbabe4f3f7fd,32.0,0.0,0.0,21000.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
0x2f62f2b4c5fcd7570a709dec05d68ea19c82a9ec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,2.0,2.0
0x2f6313992e70d6a43d49800a868d66cc5aedd6f7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0
0x2f671a39613861ec17ad35de44f4f84e3d4c69f4,9.0,36.0925,0.0409342118518122,46166.11111111111,9.0,9.0,0.5555555555555556,9.0,6.0,7.0,6.0,3.0
0x2f67ef9d6c9884a7d93339d92926f3f18d947056,2.0,0.0,0.11504951,65000.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
0x2f6d47e2cb04881ef414bffacb74f693c062250e,2.0,0.0098901229787618,0.0099738734654358,52642.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0
0x2f72b0773aba989904ea7c5c45cd1170fa7db419,3.0,0.0086301952020531,0.0,269692.3333333333,3.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0
0x2f739870a304d2220cf4dfd7e00bd9b2594dda47,6.0,1.2684816533508758,0.0,21000.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
0x2f75f133b57a4d1b73e66fac4fdd836dc1130c51,5.0,0.0,0.0,60921.6,2.0,0.0,1.0,5.0,5.0,1.0,2.0,1.0
0x2f765f3c3e2639434282e692c84e992fd8139dd1,6.0,0.0,0.0006953953329316,43952.0,2.0,1.0,1.0,6.0,6.0,1.0,2.0,1.0
0x2f81979a5894aeea6f2394cd9d4516722a9bfdfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0
0x2f824f311d9d6938009827ab025bdf383513df64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0
0x2f8388ad39e3412793b2f8e081666e8cd4896461,2.0,0.07329873980558199,0.0516746724610197,21000.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
0x2f84ba727e3e53668c585eced8431a38dacd4693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,4.0
0x2f8579db1d4f57de1e89c61af7d439df484baf7c,6.0,0.0,0.0,75715.0,1.0,0.0,1.0,6.0,12.0,38.0,2.0,2.0
0x2f87950c2197b53854d49e4132981232aae330f2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,5.0
0x2f8b1b73aef1b077b4d5b96331a6218851ad6bfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0
0x2f8b55f60df2aecb79514faefc657fac85a3cb0e,3.0,0.061995763096227,0.062025000000000004,21000.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
0x2f8bade292be0f0227d617ea57e8ef7ae2d69caf,6.0,0.0,0.0,167313.16666666666,3.0,0.0,1.0,6.0,4.0,2.0,2.0,1.0
0x2f8c95150c46e4a0dce237adfdb53bb843fc27c7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,2.0
0x2f8cb25737f469a3479dbf3cedf428a3d9900d39,2.0,0.0,0.0,94635.0,1.0,0.0,1.0,2.0,4.0,0.0,3.0,0.0
0x2f8e69fa2dc88d2bc952eb94671263b5807f133b,3.0,0.4750547157536793,0.0,207000.0,3.0,0.0,0.6666666666666666,3.0,0.0,2.0,0.0,2.0
0x2f8ec6866a50a64ac2d0ce211519c6f4172b770b,4.0,0.0,0.0,254628.25,4.0,1.0,0.75,4.0,2.0,2.0,1.0,2.0
0x2f8f563d205a336a365d705b2e820a0a3caf5455,3.0,0.05,0.0,230042.33333333334,2.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0
0x2f91ca9d07c918543af99270c475e30e25dc8f54,1.0,0.0,1e-09,70000.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0
0x2f927b925b9c3bcdf58bf0033f54bed0755a48e9,2.0,0.0089781785228097,0.009027728385636,31387.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0
0x2f92e11a543e221eeb75361ab8946c646952e723,7.0,0.001,0.0022418525330871,159988.42857142858,4.0,3.0,0.7142857142857143,7.0,5.0,10.0,2.0,3.0
0x2f944dbe016a25474f70e7ffc70b0768dc946629,2.0,0.021996322415796,0.02204,33612.5,2.0,1.0,0.5,2.0,1.0,3.0,1.0,1.0
0x2f94e768e4d2131e662309efc724a78a2973980b,4.0,0.0,0.0,484829.0,4.0,0.0,1.0,4.0,2.0,2.0,2.0,1.0
0x2f9937a323cf04e0da05c5d6bcbd7eb409ed9b52,3.0,0.0,0.0,70000.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0
0x2f9ec37d6ccfff1cab21733bdadede11c823ccb0,0.0,0.0,1.7999999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2fa07f7d3be68f1de74e7c86dd99a53c08e88c44,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,1.0,0.0
0x2fa0c0322d2194e8f0c19fc4ee8081a5c0158719,9.0,0.1,0.0,160574.77777777778,4.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0
0x2faae64c6cca786dfcf73f99d1d853d98ae99300,2.0,0.0,0.0,54762.5,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0
0x2fac784f03b37acfc5a52ceae7831678825c05ca,1.0,0.0,0.004,55470.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
0x2fb074fa59c9294c71246825c1c9a0c7782d41a4,0.0,0.0,218.6341055388886,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,2.0
0x2fbc4a01c85d1e583cf900891f0f4e0631121139,2.0,0.0,0.000936,65000.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0
0x2fc0837a4ac000855ae81633a3bdb56a304b70ed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0
0x2fc617e933a52713247ce25730f6695920b3befe,20.0,0.28817375,0.1450228384872344,84952.8,13.0,7.0,0.4,20.0,15.0,14.0,4.0,4.0
0x2fcace1effa2649e39554b2acc104741521d5cdd,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0
0x2fd23f67ffa5e9ee22c517f11304be10184ae380,4.0,3.7292414934900613,3.729349883174125,21000.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0
0x2fd7bddeefdeae3fdafa5acd77634bcc2ac4da6c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,2.0,2.0
0x2fdda8717330ee0b5f52482cff3cdf82510d0bbf,2.0,0.0,1e-09,70447.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0
0x2fe1669e077a33c0a821c426e10ba09f7e6b66cd,3.0,0.04693346,0.0223766068532612,222196.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0
0x2fe342961e36e3a46ed56fcb0a7dcc16bf030929,6.0,2.7850311950026745,2.78565539745361,21000.0,2.0,3.0,0.0,6.0,0.0,1.0,0.0,1.0
0x2fe4093c894749e596f458764c377bf4f1337b58,8.0,27.0,25.000000006,689814.25,3.0,3.0,0.75,8.0,3.0,2.0,3.0,1.0
0x2fe6520635f011daeb3474404c2bdd191c9846cd,15.0,0.0,0.0,893751.1333333333,1.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0
0x2fe8c89e67786a658df2020570aa469283960ec0,5.0,0.25898150869425246,0.4,148518.6,3.0,1.0,1.0,5.0,1.0,3.0,1.0,2.0
0x2fe9b62a7d06380b81a064c781908b06af55fde6,136.0,0.0,0.0013071983947776,852941.1764705882,12.0,1.0,1.0,136.0,0.0,0.0,0.0,0.0
0x2febbbb14d20c58c3704b40ddfadc55c51a31064,3.0,0.0,0.0,176630.0,2.0,0.0,1.0,3.0,5.0,3.0,2.0,2.0
0x2fece5334ba921ecd884f8c3d2cc0134ea724e35,2.0,0.045818,0.04688204,475682.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
0x2fedfacef730786eaa60aa22db2658662af0a9b3,2.0,65.0,0.0,74881.5,2.0,0.0,0.5,2.0,4.0,0.0,2.0,0.0
0x2fefe5b15b5121e61c683b119462fe163ede6aa9,7.0,0.0305718005163229,0.0,266718.71428571426,5.0,0.0,1.0,7.0,4.0,2.0,3.0,2.0
0x2ff32bcf062d21c378c5ae69965fc1a9d9fb82c5,1.0,0.01,0.0,68127.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0
0x2ff4a8e90c14614d7fc2a1dd9815f996eed9457c,2.0,0.0,0.001508187926365,1101787.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
0x2ff4e574d4415fd38b6b4d0db8c1ed1ef76e9728,1.0,0.0,0.0,96046.0,1.0,0.0,1.0,1.0,8.0,0.0,4.0,0.0
0x2ffa57ce80700b6f7d5cea2622899ed5e874251d,2.0,0.0,0.0,384917.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
0x2ffb0da40c30688bb06917dcd2426df2ad1703dd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0
0x2ffc12c27f6348cca6ad23c2ef57dd9240f19136,15.0,0.0,0.0,400000.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0
0x2ffea0bd9663920cd95f18c4d53210a14f867470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0
0x2ffed692d2458d347ea9be346ccfd0daed744d85,1.0,0.0,0.0,96046.0,1.0,0.0,1.0,1.0,20.0,1.0,6.0,1.0
0x300226f054150e787a797f1fd07f0e38a4a655f4,4.0,0.0,0.0,50959.0,4.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0
0x3002a0886bff068d77ec03614ccee4cdf9e5a933,2.0,3.1,3.11,68491.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0
0x3002e3e22d17cda23cb695b55831dbb975c7f037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,4.0,4.0
0x3003001516e15698baa6a0e5f616040dc79b89be,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0
0x3004892cf2946356e8e4570a94748afdff86681c,24.0,4.14,0.0,357863.7083333333,7.0,0.0,0.8333333333333334,24.0,5.0,13.0,4.0,11.0
0x3005a4c0efe7e66f3f60ef8704983247a5c6ca61,11.0,0.0,0.0,63548.63636363636,2.0,0.0,1.0,11.0,10.0,9.0,3.0,2.0
0x3009b6833f8925b7985c2408c49160dd1ab317ca,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
0x300b823e3de5a90e80b72bb847ed82ab81c3c7b2,0.0,0.0,0.74178,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0x300bec04389e4593d6383989d8fa380820444aa8,3.0,0.125,0.0,288969.3333333333,2.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0
0x30143cba4ee394fe73d9c8a5d319dddd7992cccc,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3016d1e3d2c9ab51c2429c9aebf9792f5f3d9b96,4.0,0.0,0.0,200000.0,4.0,0.0,1.0,4.0,4.0,0.0,4.0,0.0
0x3018c23b7a6dbd97052b1f1c814b01f3cab4b892,5.0,0.00145253,0.0,179382.2,2.0,0.0,1.0,5.0,2.0,2.0,1.0,1.0
0x301cc218009608e59f9647f4b7dd8a49be8493af,3.0,0.0,0.0,374940.6666666667,2.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0
0x301e607dcc879b01702ac719e56d90ec3b912647,8.0,0.18,0.0,464385.625,2.0,0.0,1.0,8.0,2.0,3.0,1.0,1.0
0x3021ee75e5a72e2b887d0fe86d41d27e4e4dbb0f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0
0x3023fa9c611a5999c108ea404814fe3d0570cace,4.0,0.0076117308548472,0.008,96069.25,3.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0
0x302cf8d251d3361d0960f64ab22913b9b55944de,6.0,0.2,0.0,235637.16666666666,3.0,0.0,1.0,6.0,2.0,2.0,2.0,2.0
0x302dbe64e2b9ffa25f10113e717328823c4a8832,2.0,0.01276808,0.01288407,45500.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0
0x302f426200f22128e2062ed40c5df769c98d769c,2.0,0.0,0.0,50610.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0
0x30396f88bf79eda1703179d936af394807f78ade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0
0x303a465b659cbb0ab36ee643ea362c509eeb5213,0.0,0.0,25.35666927125725,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
0x303ece28716fbc5bd9edde0851bca0220a302799,2.0,0.0,0.0,96055.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0
0x303edcd8dbe1607fe512d45cc15d3e41fa4db44b,13.0,0.000273380544967842,3.9429001295820005e-06,21000.0,13.0,3.0,0.0,13.0,0.0,12.0,0.0,1.0
0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0
0x3046076b68ab4a82154e49b640193d03b5bf8ef5,3.0,0.0059,0.01,138415.33333333334,2.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0
0x304691311c8bf4adb40f5a72c4930b5341638ad0,3.0,0.0,0.0,188625.33333333334,3.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0
0x3048cdb54779e6966276dafe8d9f7d97cb7e2929,3.0,0.15000000000000002,0.0,275052.6666666667,2.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0
0x304eeae54dff216f63f2fccf899c9ac63e4a9d6e,1.0,0.0,0.0,64043.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0
0x305092bfaf01a9ef94eab261c1dfd6c75d8b4015,1.0,0.0,0.0,95242.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0
0x3051248ece0cd0fdac5dde2f42ad86611de9aafb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,3.0
0x30512a724d1403385b70d29a9eb85fd4dce9aafb,1.0,0.0,0.0,84000.0,1.0,0.0,1.0,1.0,10.0,3.0,6.0,1.0
0x30544e00cf296b34a9ee59e5540ae2f9cccd55dd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,5.0,5.0
0x30548a86ee8b9a75e29fed30339bccbf90f68c42,2.0,0.0025,0.0037608224466761002,42039.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0
0x3054bfdba7d671766e81665eb5b8825ac4328e90,4.0,0.0,0.0,182046.0,3.0,0.0,1.0,4.0,2.0,1.0,2.0,1.0
0x3055a5f118f4bf47cd5726580ab2c843a166e775,4.0,0.0026568534392040002,0.0013061981233062,364390.0,3.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0
0x3055e6564a3a436499389ff25bc3054f60738fc2,1.0,15.252342569128327,64.82475465902723,21000.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0
0x3057fe9ce0785055d546e974befa47b5e9f0cccc,0.0,0.0,3.8456846e-10,0.0,0.0,1.0,0.0,0.0,6.0,6.0,3.0,3.0
0x3058ef90929cb8180174d74c507176cca6835d73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,23.0,2.0,2.0
0x305a8bffb8f264d448f96f5a8e1b86f14c942157,2.0,0.0,0.0,80000.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0
0x305eb7c6e3491956da42d0062f04bbc9381d9c77,2.0,6.54390304,0.0,60408.0,2.0,0.0,0.5,2.0,2.0,1.0,2.0,1.0
0x3061b9b30eea1e4dc2eb4302f1e4d99d1960a991,6.0,0.0009791986906549002,0.0005989699569254,52941.833333333336,2.0,2.0,0.6666666666666666,6.0,0.0,0.0,0.0,0.0
0x3063c5907faa10c01b242181aa689beb23d2bd65,2.0,0.0,0.0,300021.5,2.0,0.0,1.0,2.0,1.0,4.0,1.0,3.0
0x3066320feb136935d75b184e0bed9a5873f8df64,1.0,0.0,0.0,96046.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0
0x30682292227ce320800b9c5b6ba9559845ad0c40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0
0x3068aaa8e7e07693cf3066dd15f174f7afc30c40,103.0,0.0,11.496588789346088,62677.922330097084,2.0,100.0,1.0,103.0,103.0,232.0,2.0,2.0
0x306b6680b6d504ca1dfe12e28c09e8201dbb2b1c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0
0x306cfced69162672a69191d9f3687e9c9fc5c95a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,2.0
0x307032c0f4a2b3f8797224c8d0fb22aaed645c9d,1.0,0.0,0.0,96064.0,1.0,0.0,1.0,1.0,18.0,0.0,5.0,0.0
0x307203d79648d64d222b3be289260a6b0c5e1a6a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0
0x307244f3eb6110ff1b277091ba320cb314091a6a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
0x3073f7aaa4db83f95e9fff17424f71d4751a3073,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3074601bb1f3f0fea734c26d684ba9fd2c2871fa,6.0,0.02,0.0,172652.66666666666,4.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0
0x307576dd4f73f91bb8c4a2edb762938e8e067d31,262.0,45.23275178565269,65.85648915538412,46938.31297709924,132.0,661.0,0.4122137404580153,262.0,108.0,344.0,3.0,5.0
0x3075ff29511446fec10a662d1866475bec1b3637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0
