wallet,pca1,pca2,umap1,umap2,km_cluster,db_cluster,hdb_cluster,archetype
0x005969bf0ecbf6edb6c47e5e94693b1c3651be97,-2.300878972607168,-2.7339285685954335,-3.9253407,14.414913,0,1,0,Casual ETH user
0x005a97c7a3b3ff0e10d2debf38d0daa9a605782c,1.3228605210106366,-1.348228823762889,7.867575,5.958871,2,7,5,Likely bot / MEV
0x005b27699aecb39c742aeea005ce580ae091c520,-2.8000451459494973,0.07558473827925546,-15.374507,8.088493,0,4,3,Casual ETH user
0x00644a4825dc51ee35efd21431004d668924131e,-2.6550010782000224,-0.5363313697707712,3.0263944,-15.936869,0,5,1,Casual ETH user
0x00656c604fc470e6a566a695b74455e18a6d75d3,-2.300878972607168,-2.7339285685954335,-3.9253006,14.414905,0,1,0,Casual ETH user
0x0065ac41ba1d37df3226de8dc12a610ba137a4d5,0.01923682036956585,-0.061431705832151934,13.360368,12.294236,3,3,7,Token receiver / airdrop
0x0065adab45e10ac347fcd71c6d8bab5019b3aaaf,0.9376929768214087,0.011478742055400292,8.880524,-7.6737685,3,3,8,Token receiver / airdrop
0x0067431dec3841e994040d1684a0d2b8356c7ec7,-2.300878972607168,-2.7339285685954335,-6.057592,15.658798,0,1,0,Casual ETH user
0x0067cc2416f792cf0ec5629f5506324ac508f859,6.499634991958166,6.44949542671854,9.728035,-2.9817526,1,-1,-1,Active DeFi user
0x0069e050f608821b89147405c1f849135ec55cb9,1.4624682150067425,-0.43043352323575845,10.513326,5.577399,2,7,-1,Likely bot / MEV
0x006a19154faa5070c0cd091dd2b9b32a45a8be05,1.5611490729457052,-1.0925768584493172,4.7294745,9.043575,2,7,5,Likely bot / MEV
0x006efd41f17137bb4907b013832d3b010e847be0,-2.664264013472172,-0.7854935475214079,-4.879673,4.191093,0,0,2,Casual ETH user
0x006fe2c60832e4e8f0a116dc46a4fa6c1ace57a4,-0.07878694193890155,0.7568949999605747,16.773893,-10.040699,3,3,8,Token receiver / airdrop
0x00700052c0608f670705380a4900e0a8080010cc,-3.7952500168009604,5.427339503759297,13.321965,-8.121749,0,-1,-1,Casual ETH user
